reviewText,label
"Is this a joke? is this the same group that came out with DJ PREMIER on ""It's all real""? one of the best premo tracks heard in a long time? well, it appears so. This album is filled with nothing but trash, awful substance and poor beats. These guys are the epitome of one hit wonders. Lets just hope they can put as much effort as they did into ""It's all real"" into some more work, and make a comeback. What a letdown. 1 star just for the one track. PEACE

Lyrics - 2/10

Beats - 1/10

Originality - 0/10

Replay Value - 1/10 (for one track)

If you found this helpful, check out my other reviewws",negative
This album is memorable only for PSYCHO KILLER. The rest - like the band itself - is merely filler.,negative
"Sorry, but ""Master of Puppets"" is way overrated.  Truth hurts.",negative
"While ex-Velvet Undergroud mastermind John Cale was spilling his drunk soul and Guts on a smaller stage, a drunker VU mastermind Lou Reed found new ways to dump on his loyal fans. This is Reed at his absolute worst - musically this is a live non-show - Lou never gives his great band a chance. As a live comedy document this is unforgettable corny fun. It must be a comedy record. It HAS to be. It certainly isn't music. I can't imagine how the backing band felt - they probably felt ""just play"". And they do, quite well. Lou would rather heckle the audience. Constantly.
And it IS funny. Reed's quips and barbs are the equal of any 'Hee-Haw' episode. It's a live laff riot. I loved it when Lou Reed (being drunk and all) slurred and mentioned Groucho Marx. I didn't think he would but BAMM! classics speak for themselves.
The cheap jokes here are are funny. But you wanna good one? That same year Johnny Rotten & the Sex Pistols were launching a punk revolution, inspiring countless bands to express anger/helplessnes/isolation. Very much Velvet Underground material. I just wish Lou Reed was there to see it. I guess he was already booked, playing a drunk burn-out. He performed that role exceptionally well. Betcha he doesn't listen to this blasted diary much.",negative
"If this slow, monotonous collection of ditties about nowhere people who have no reason to live doesn't make you want to lock up the razor blades, then you truly have a career ahead of you taking care of terminally ill patients. I listen to this album when I'm depressed, and I feel MUCH worse.",negative
"....and that was only ok! Don't give up your ""day jobs"", guys. I know you're ""serious musicians"" making music that you ""love"", but I don't know how much you (or your accountants)love watching this disc slip right off the charts into oblivion.",negative
"September 6, 1985, a southern wannabe cancer to hip hop culture was born. and 19 years later he enters the rap game with wack music, wannabe gangster, thinks rapping about hoes, sex, and bi*ches is new. garbage pure garbage. the south has sum really wack rappers out there, what happen in the past where there were only a couple of southern rappers and they knew how to make music? only a couple such as Ludacris, Scarface, No Limit, and Cash Money. now everyone from the south wants to jump on the bandwagon and rip off each other. don't support webbie hes pure Trash, ill tell it to his face he aint &%$# but a faker.",negative
"Please tell me that the other 16 people that reviewed this actually saw it? What is with the over dramatic singer. Rolling on the ground. Everyone except the drummer over emphasize everything they do on stage. This is by far the worst DVD concert I have. If anyone else rolls on stage singing and acts like a [fool], please tell me before I by it. This DVD [is lousy]! By the way there are just as talented bands as this. They are a dime a dozen.",negative
been done better,negative
"How anyone can blather on about MMM being ""art"" or ""musical"" is borderline perverse. Lou wasn't even in the room when the thing was recorded ! I wonder what else is considered worthy of 5 stars ...The Shaggs ? The Chipmunks ?",negative
"Ok this album sux. This is the epitome of wasted beats and a total waste of time for whatever producer decided to work on this album. Paris hilton doesn't have any talent in her body whatsoever. I would say that she would be a good porn star but I saw her video that got released and she has no talent in that area either. Even though she has an abundant amount of money, I still recommend the nearest Target register as her career of choice. Fat Joe and Jadakiss should play russian roulette with each other for being on this album. Avoid this album like the bubonic plague!!!!!!",negative
"There are great songs here but this CD version is appalling. It's so horribly thin that I couldn't listen to it more than once.

All of the available discs of this album should be turned into coasters.",negative
You said  you did not want  honest revues. you will receive  no more revues . Honest revues or nothing at all .,negative
"Based on the reviews for this CD I decided to buy it without having sampled it. Big mistake. I love, among others, Marshall Crenshaw, Don Dixon and Peter Holsapple, but what happened here? This was so not fabulous.",negative
"I can't get past the cover. Another angry looking black man that looks like he is defending his turf which I'd rather not enter. Sorry, turnoff.",negative
"Hey now hey now...after listening to this CD, I AM dreaming it's over. I'm only giving it one star because there is no option for zero...",negative
"I hate to be the bearer of bad news, but for anyone who really knows and loves these albums, a sacrilage has been done, and they will notice it right away.
They are not ""remastered"", they are REMIXED, and in some instances RE-Recorded or newly overdubbed.
I'm pretty sure that almost universally, the drums have been overdubbed with new tracks, or at least boosted un-naturally in the mix.  The same goes for some of the vocals, and some of the guitar parts.
As a recording engineer and mixer myself, it is my view (and I think a lot of other's) that the mix of an album is an inherent part of the composition- the artistic vision that was created at that time.
Yes, the albums desperately needed remastering- even the first earlier re-issued remastering of the catalogue was not sufficient- but this is because of the transfer to CD, not the original tapes or mix.  I owned the vinyl.  Many earlier CDs suffer from a seriously 'undermaximized' level.  Digital converters, technology, and knowledge has improved hugely since the first CD's came out.
Certain songs have basically been ruined by what has been done to them now- the feel and character has actually been changed.  It doesn't take much.
I can't comprehend how the trio approved the release of these 'enhanced' CD's.  Unfortunately, I have to suspect that Phils' sometimes ill-advised tendencies towards his own band could be a factor.
We need a remaster that does justice to these great albums.",negative
"Some would have you believe this is a powerfully potent epic with a penetrating message for today's youngsters, but no ""State of Shock?!""  No ""Say Say Say?!""  This MUST be a joke!",negative
I have have this C-D,negative
"Type O Negative are a VERY album-oriented band; I think that the only reason that the two ""best-of"" releases were made was to fool noobies into getting them, because if you ""knew"" the band you'd know that the songs are always better in context and in full-length form. ""Highway Star"" is cool, but not worth the price of a cd that has some chopped-down versions of their best songs. If you have to have a sampler get ""Least Worst"" but if you get this you'll regret it later.",negative
"Used to like him but given up on expecting anything decent from him. Just about managed to play this dull, depressing tripe through. How come he's forgotten about music? Sorry, once is enough for me.",negative
"Real good, trippy early P-Funk work despite waves of musical progression to come in the decade ahead. Title track and 'Some More' (my favorite track) are the highlights of this little psychadelic adventure. However, the mastering of this CD is inexcusably horrendous! It makes the first issue of Jethro Tull's 'Aqualung' (not that the other versions are much better) sound like the sharpest sounding CD of all time! On the volume knob, you have to play it at 8 so it (accompanied with hiss) can sound like it's at 4! I simply HAD to return this CD and won't re-buy this album on disc 'til they rightfully remaster it. What a treat that will be.",negative
"How anyone with k.d. laing's talent was able to make a flat and uninteresting cover album of Joni Mitchell, Neil Young, Bruce Cockburn and Leonard Cohen songs is the question of the age. Besides the fact that laing sings every single one of them with the passion of a sponge, with one or two exceptions, every song here has been heard to death around the world, let alone in Canada. A monumental bellyflop from a normally great musician.",negative
this is electronic beige rock.  there is just no soul or life.,negative
"I cant believe this b**** actually made an album. This b**** and her lame album are pure trash. How the f*** is the b**** underrated? She isn't Kim, Foxy or Trina. Plus, this c*** is way to old to start out in the rap game.

AND HOW DARE SHE STATE THAT SHE BEAT FOXY BROWN UP. I KNOW FOR A FACT THAT DIDN'T HAPPEN.",negative
"You are all idiots, Explode was a terrible cookie cutter punk album. That is when they started to suck and they still are sucking. If you wanna hear one of the few good punk bands still around check out global threat, as for the unseen, they are just as bland and terrible as the casualties are now.",negative
"I owned this album, the explicit version, and as much as I hate cursing and ect and ect... I think its kind of a contradiction that they'd sell an edited (clean) version of this CD. Think about it. They speak out against censorship of the press, yet they have no shame in censoring their own music. Now, I personally don't buy into Anti-Flag's message, so If I had the choice I would probably get this over their explicit version. I meen, hey, ultimately its the music that counts. I just think the band though ,is being kind of shallow in expressing their already shallow opinion.",negative
"This album really has no musically appeal or even songs that are in the least  bit interesting. The words and themes are like little baby songs or juvenile and very boring. Her sing song, whiny voice is awful and I can't stand to hear it again. She can't sing and her guitar playing is always the same, three chords. Her lame song about Lance dumping her is cry baby crap! She really needs guitar lessons or something. Maybe she could play power chords in a punk rock band.(That's with an electric guitar and distortion Cheryl) That makes more sense to me and she has the looks for a female sex object in an all male, skinhead type band. The she can rock on. That's what she tells everybody she wants to do. Go get em Cheryl ""the Rocker"" Crow!",negative
"Normally, I LOVE Tangerine Dream. Some albums by them are better than others, but I have never bought a TD album that I didn't like.

Until I bought this one.

First off, it's just a series of popular song covers. Second, the background music is just plain far from Tangerine Dream's best efforts - and these songs don't really fit the group. Finally, the vocals are far from inspiring. Unfortunately, I bought this as an MP3 download, which means that I effectively threw nine bucks down the toilet.

Next time, I'm going to check the samples - even if it is my favorite musical group of all time!",negative
"Having followed DJ Shadow for the whole of his career, I have to say that if this is his way forward, we will be parting company.  If you managed to get a copy of Diminishing Returns, it was his first attempt to break into rap / hip hop with CD1 and it failed miserably there as well, and after all this time I like many others hoped that would be the last of experiments in rap.

Who am I to judge? Well having over 10.000 albums of all genres, I feel pretty confident that I know a good from bad attempt, and as I write this, I am listening to the CD thinking why did he do this?  I am not slating him for trying something different, but in all honesty this has no flow to it, there are some artists who can chop and change music styles within an album and it still feels fluent, Moby probably being the best.

The CD starts with a monologue followed by a familiar soulful tune, and you think ok, this is going to break into something awesome, and then track 3 which is were you start to get that sinking feeling, basically close your eyes and think I know this track, and you are right its DJ Z Trip`s Breakfast Club reworked, presumably this is the "" Hyphy "" sound everyone is going on about, tracks 4 - 8 don't get any better, just more generic rap which could be anyone really.

DJ Shadow, must have realised that you will have switched off by the end of track 8, so lets wake everyone up with track 9 a Punk tune, noisy overblown bass, got your attention now, so what next  Track 10 plays homage to Kid Rock, tell me im wrong!!

Track 11 is a mellow interlude then Tracks 12 - 16 are a sort of Unkle indie  tunes which have a glimmer of the Shadow (we used to know) until tracks 17 & 18 when we return to Rap again, but nothing innovative.

To summarise apart from a couple of tracks this CD should have been a bonus CD to Funky Skunk, to let fans see some diversity, but should never have been released as mainstream CD.  You can see by the amount of sellers, and the price at which they are selling, that this has been a woeful mistake.  I realise that you cannot do the same music for ever, but there is a classic saying "" STICK TO WHAT YOU KNOW "" perhaps you can redeem this tragedy with  BRAINFREEZE Vol 2 ?",negative
"These guys suck! Nothing wrong with the CD or seller, just crap music.",negative
"Honestly my expectations was way to high
Just another wack ass southern album
Only 2 tracks worth listening to
It's that pj n ride on 4s",negative
"This album is the prime example of what really bad pop is capable of. Now, I'm not bashing Simple Plan because it's Pop. There is some catchy pop that I don't mind. And I'm not gonna bash 'em for trying to be punk, though they are not, and if you think they are, you know NOTHING.
Let's just focus on the music:
Lyrics: Whiny, sappy 12-year old stories of hating the world. Tried and done. Some bands do it. This band doesn't, and it sounds terrible.
Singing: The lead singers voice is absolutely horrifying. It's unbelievable he's the lead singer.
Guitars: Ok, they can play some basic rhythms. Yay. No creative parts whatsoever.
Drums: The only aspect of the band I won't belittle or raise. But needless to say, nothing special.
I won't even mention how awful their image is. I focused on the basics;
Simple Plan Simple ... , God does hate them, and they are Kids, forever.
Don't waste your time on this garbage.",negative
"Apparently rock 'n roll can be stopped, cuz these guys didn't even last 'till the mid 80s.  Then again, they weren't really rock 'n roll, but rather, just a bunch of clowns who made Tipper Gore angry.
See ya' later, MR. SISTER",negative
I will never ever listen to a new Linkin Park album.  There are just way to many good new bands to listen to waste my time listening to this junk.  This album is all techno from start to finish.  Do the fans a favor and break up ASAP.,negative
"TERRIBLE,i mean just look at the cover that's more than enough proof this band couldn't care less.",negative
"Nothing to say about this dissapointing Suede album. Butler is one of the gratest musicians of the last decade, and Brett is a real poet (and a extraordinary singer). That combination was perfect. This album fades more and more as a whole with every listening. The survivors?: ""Everything will flow"", ""He's gone"" and ""She's in fashion"". ""Low"" is a pretty song, but don't qualifies to a ""canonical songs"" Suede list. Try ""Comming Up"" instead and buy the 'Everything will flow single'.",negative
"for whatever reasons, my tastes in music keep changing in ways that i no longer listen to most of the bands i used to.  system would be one of those bands.  i used to like their first effort quite a bit... so i bought this without hesitation.  at first, i guess i liked it a lot.  but now, i realize that it didn't stand the test of time. i saw them live twice, and i concluded that daron malakian just annoys the hell out of me and really needs to shut up and play the solo from 'soil' recognizably.  i'm quite sick of system of a down now.  maybe it's because i keep getting into older, more respectable bands.  maybe it's because as i delve deeper into the world of music i see where the timeless classics are.  system won't be one of those bands.  though they'll probably be up there in the numbers though when VH1 does a top 100 nu metal bands.
from what i've gathered, system of a down borrows heavily from dead kennedys and faith no more and uses the 'influence'(or whatever you want to call it), and makes something trendy that lots of little kids are into these days(nu-metal, or 'metal' that the general public can bob their head to).  they do it well.  but the trouble with trendy music is that it's not challenging at all.  when i listen to this album, i don't hear anything 'new' or 'different' or 'thought provoking' or 'wacky/creative', i just hear something i know i've heard before and it's not as good.  it's like pop music, but with more distortion.  lacksidaisical, happy go lucky, 'catchy', danceable/moshable, non threatening in any way.
but a couple million teenagers that haven't really lived life because they're so young can't be wrong, can they?  they know what's up, right? they KNOW 'good' music when they hear it... sure....
if you would like to hear something a little more provocative and heartfelt check out the Dead Kennedys.  it's not as 'heavy'(cuz it's punk you knave), but it's definately a more enriching listening experience.",negative
"John Palumbo is so full of himself, he thought"" Let's put out 'Safety' like the band would have made it WITHOUT THEIR ONLY TRUE VOCALIST and AS A BUNCH OF OLD MEN WHO NEED TO BE STROKED. Gary Lee Chappell, my friend,  this band made decent-but-not-great music after you were gone. THEY RUINED THEIR BEST ALBUM. REMASTER THE ORIGINAL 'AS IS' !!",negative
Terrible music even by cheesy 80's metal standards. Horrific lyrics. The need to get some talent.,negative
"Christmas Trite Cocktail: Pour one glass of eggnog and add liberal amounts of this CD. Yawn.

In the event you don't understand the word trite, here are some synonyms for this CD: banal, hackneyed, clichd, platitudinous, vapid, commonplace, stock, conventional, stereotyped, overused, overdone, overworked, stale, worn out, timeworn, tired, hoary, hack, unimaginative, unoriginal, uninteresting, dull, uninvolving; old hat, corny, cornball, cheesy, boilerplate.

When will someone save M. Ward from impending irrelevance?",negative
I guess I was disappointed because I saw Chante Moore on an interview being questioned about her failed marriage to Kenny Lattimore she indicated that if you want to know what really happened you will find out in this tell-all CD total scam she doesn't mention anything that sounds remotely intimate and all the songs suck.,negative
"I love Norah, but the quality of this recording is a crime against her music.  Do yourself a favor and get Not Too Late with her own songs and a decent recording from Blue Note, and wait for the remaster release of this recording.  Yuck.  Jeez.",negative
"Okay -- here's the required part of the review.
Danzig was the Misfits, they're awful with out him blah, blah, blah ...
Also ... have you noticed how many of used copies of this cd are for sale?  Seeing that so many people are trying to get rid of this cd should give you a hint of how bad it is.
They really should change their name to something along the lines of 'Misfits 3000 From Outer Space'.  It would be fitting to have a stupid name for a stupid band.",negative
"i put this in the player and had to take it out to make sure it was this cd. Holy lord, this is bad. I kept thinking, ""why would any record company greenlight Chris Cornell with 4:4 beats""? Then I saw who the producer was.
I have always considered myself a kind of ""student"" of music productions, from the lowest of lo-fi to the slickest of overproductions. I don't get everyone worshiping Timbaland. He had some good moments on the Justin Timberlake disc, but has had many misfires since then. Add this to the list. Sorry Chris. I admire the risk, but hate the results.",negative
"There are two performances that stand out in this set: The Op. 71 poems. The sound quality throughout is marginal (very thin old analog that makes Horowitz's muffled Third Sonata sound great), and one reviewer even said he/she thinks the piano was out of tune, which wouldn't surprise me.

Ponti's Scriabin is sloppy and umusical in general. Only the Op. 71 poems make this set worth getting. Start with Robert Taub's sonatas, Horowitz Plays Scriabin (on RCA and Sony), and Glemser Vol. 1.",negative
She tries too hard to copy every other diva and she has no originality what so ever.  Her voice has got to be the most annoying sound ever.  She can't carey a note longer than a second or two.  Her fake soul sound is cheap and pathetic like her.  Hate this so much!!!!!!!!!!!!!!!!!,negative
"What amazes me is how they bemoan a project that was an obvious rip-off to begin with because the sound isn't lousy enough!  Hilarious.  I'm glad people hate this set....It's a travesty.  It really doesn't matter though.  Capitol will earn a huge windfall taking advantage of people dumb enough to re-buy something they already have. Anyone who buys ""The U.S. Albums"" deserves them.",negative
"I do.
Now it is dictated, in part, by a whiny, COMPLETELY sub-par, snot nosed walking bag of talentless junk who only has a record because a bunch of people on Fox's lowest common denominator TV show.
And the album is really bad, at that. It'll be really popular at dentists offices. Please, PLEASE, use your hard earned money to support real artists. I BEG of you. This is pop culture at it's most vapid. The tool didn't even win. Just because he can sing doesn't mean he has a personality, or creativity.",negative
Horrible sound quality.  Columbia Records are known for crappy re-mastering (I can't believe Johnny Mathis would be OK with the sound quality of this CD!).  Will be donating my CD to the Goodwill.,negative
"Horrible! I returned this.  The vinyl pressing itself was damaged, this is a known issue on this specific record.",negative
"I only heard the tenor aria ""Sound an Alarm"" from this recording.  That was enough if not too much.  In my day people heard Richard Lewis or Alexander Young sing it with virility, vitality, and taste.  They sounded like generals ready to lead theri troops to victory.  This squeaky nobody sounds as if he were scared of his own shadow.  I will NEVER believe that people living in the Age of Enlightenment were gullible enough to pay for such insipidity.

The ""historically informed performance"" movement maintains that composers wrote exclusively for the resources available to them.  It is true that those composers sought to exploit the expressive potential of their resources to the maximum.  That's what great composers do.  However, to deny the validity of a performance on, say, modern instruments is tantamount to declaring that a great composer's imagination, inspiration, or genius is limited to the resources at his disposal.  Unless proponents of this school of thought have a B-Minor Mass on their resumes, they are not in a position to know.

Buy this performance if it really makes your heart sing.  For my part, I'll add this CD set to the plethora of interpretations that call themselves ""historically informed"" but are, in fact, artistically ignorant .",negative
"I could play better guitar then this if my butt grew fingers. None of the melodies are obvious, there all buried in a stupid, loud muck. It's all randoom and it just goes on and on with no repetition and there aren't even choruses! I heard these guys were way better then Dark Funeral, but Dlark Funaeral have some truely blasphamous Satinic lyics, and this is all like fruity medieval poetry, WTFINGF.

And what's with that vocalist? Is there a frog stuck in ur throat....? or perhaps ur stuck in A FROG'S THROAT...!!!!! huh? huh?",negative
"Unfortunately, I purchased this album because of the 'five' 5 stars reviews here. Donna's music, voice, style & arrangements are very unique and good luck to her. For me, I wouldn't be adding to the 'five' 5 stars reviews & 'Brand New Day' wouldn't be staying on my CDs rack.",negative
Didn't like it at all. Not impressed. Worst of his work. Wish I would not have bought it. Wasted money!,negative
"is a good cd. wish there were more songs on it, but is good",negative
"I cannot believe that I am the only one who gave this pile
of dump 1 star? All these rave reviews for this piece makes
you wonder,does anybody love hard rock anymore? Including
the band themselves. I am writing this review for the hope
that at least one person who reads this and does not know
the true essence of what made VH will find out. Please
whoever you are if your new to VH don't buy this,if you
really want the best of both worlds so to speak then I
recommend VAN HALEN,VAN HALEN 2,WOMAN AND CHILDREN FIRST
and FAIR WARNING,for Hagar I totally suggest the albums
MONTROSE,Sammy Hagar and STANDING HAMPTON. Although if you love broadway musicals and still
blowdry your hair then this is the heavymetal masterpiece
for you with such bone crushing classics like ""JUMP"" ""RIGHT NOW""
and of course the very best for last ""WHY CAN'T THIS BE LOVE""(c'mon
people shake your booty's clap your hands and repeat after me ""It's
got what it takes"") It boggles the mind to think people prefer 5150
over WOMAN AND CHILDREN FIRST??? C'mon everybody snap your fingers
""IT'S GOT WHAT IT TAKES""(P-EE-YUKE)",negative
"Oh yes, Stacie Ferguson is goddamn sexy, we should everybody spend our money on her by buing a Wack Eyed Peas CD and this art of a CD-single. She's real, yes, the one they call natural beauty, she hardly knows what's plastic surgeon about. Everywhere she goes she stays just naturally pretty and sexy...

What I just told is as true as this song was good masterpiece of art.",negative
"This is just another example of Westlife's lack of originality and creativity (even without that horrid Brian), again as so often before its still chockablock full of coverversions - Plain boring, dull, uninpirational and depressing again! - No thanks!",negative
"I will make this simple, this is by far the most Boring , lamest album Kiss has ever released. Terrible cover to boot!! These guys are around 60 and singing about stuff that was reserved for bands in spandex on the Sunset Strip in the 80's. As a lifelong KISS fan it hurts me to say it but they need to retire.",negative
Homosexuality is a sin.,negative
"Trash. If you're looking for typical VP style, it's not here. It's a rock lp rated ""zero"". I own the vinyl bought it at Woolworth's in the 80's for 50 cents of wothless quarters.",negative
"YUCK! This is total sellout time for U2. What went wrong? The world will never know. I guess that what happens eventually. It becomes a business and the passion to write great music fades away. DO NOT BUY THIS ALBUM! Pick up someting earlier like, ""War"", ""The Unforgettable Fire"", or ""The Joshua Tree"", but not this album!",negative
"daddy yankees new Albums don't compare to Barrio Fino and i think he will never make another album as good as barrio fino Judge for yourself compare barrio fino to his newest albums and youll agree with me 100% that said Im out
Peace!",negative
"The sound quality is bad, sounds like a bootleg, soso setlist and nasley vocals as usual.  Nothing speical.",negative
"Please release this WITHOUT the vocals. Then it might be listenable. Right now I can't stop thinking about how awful the ""singing/talking/grunting"" is. Didn't anybody have the heart to tell Terry that is was totally unnecessary to put these stories to music? Or at least have used someone with a more tasteful speaking voice. His voice just ruins the interesting interplay between the two awesome musicians. Poor Billy.",negative
"When will artists like Daddy Yankee, Don Omar, Tego Calderon realize that their music is garbage. Never have I heard a group of artists make one type of music for people who speak one type of language. And they wonder why music like this isn't big. It may be big in Puerto Rico but not here.",negative
"This band is total slock, all pretense and marketing to morons with no life. Anyone who listens to this garbage and says they like it are playing a role of pretension. You could give any gathering of idiots who have never played music before some studio time and they could come up with a better offering than this. We get it, you are pissed off , now where is the music. This disk could be used as an alternative to waterboarding and get great results.",negative
"Charles Lloyd the heir apparent after John Coltrane's death has been lost just about that length of time. He is a great tenor saxophone player but does not seem to have any real direction with his music. With out Trane's music to feed off of, charles's  music has grown stagnant . He has had some brillant moment to be sure over the last 39 years since Trane's death but not enough !",negative
"She's better off writing for other people.

Just one question, where did Linda Perry find the verse section of What's Up?

""Here's a little song I wrote, you might want to sing it note for note.......""

Apparently Linda did just that.",negative
"Technically speaking, Men at Work's second album didn't flop, but it sold considerably less than its debut, which got the band a curse-in-disguise Best New Artist Grammy. The album had only ONE hit single: the aptly-named ""Overkill,"" which came in and out of the singles charts rather quickly. The second single was ""It's a Mistake,"" and no doubt it was a ""mistake"" since it FLOPPED on the charts. ""Dr. Jeckyll and Mr. Jive"" did so much worse. By this point, a huge red flag popped up, hinting the inevitable demise of this marginally talented group. They stuck it out for one more album, ""Two Hearts,"" which completely bombed and forced the group to go belly-up. [...]",negative
"This is nothing but more crap from another g-unit member.why do they even bother?All G-Unit crap sucks. And the fans suck too for being stupid. Everytime I hear their music, I feel my brain cells dying. It's all crap.",negative
"If you're having the same problem, ea-pty wrote a very nice review for the Foo Fighter's ""In Your Honor"".",negative
I'm a HUGE Cat Stevens fan.  I have purchased all the remastered cd's.  They all sound great except for this one.  I seriously doubt they got the original master tapes on this one. The drums have absolutely no punch whatsoever on this disc.  This disc has the dynamic range of a normal run-of-the-mill cassette tape.  Please guys......I'm begging you......find the original master tapes and reissue this again to correct the blasphemy of this cd.,negative
"I LIKE MAXWELL BUT

THIS ALBUM WAS BLENDED

TOO MUCH YOU

CAN BARELY

TELL THE SONGS APART

FROM ONE ANOTHER

THAT'S WHY I GAVE IT

ONE STAR IF ONLY

THERE WAS SOME DIVERSITY

HERE WITH THE TRACKS I WOULD

HAVE GIVEN IT 5 STARS.",negative
"I have been a fan of Soundgarden since the release of Louder then Love, and I absolutely loved Cornell's work in Temple of the Dog, but this CD doesn't compare to his previous work.
This CD lacks the passion and  intensity of all of his earlier work.  There is not a single song on this  CD that even resmbles something other then a ballad.  And while the CD is  slow and melodic, it lacks any real hook or feel that I have come to expect  from Cornell.
Unfortunately, this CD is just flat out boring.",negative
"Everything on this album is very forgettable with the exception of Sarah McLachlan's voice on ""Silence"" by artist Delerium. If you're a Sarah McLachlan fan you'll definitely want to get a copy of ""Silence"", but I suggest doing so by buying the individual song as a MP3. (This is an old tune actually. I'm not sure why it showed up on this new CD.) I love ""Castles In The Sky"", but Ray hasn't made any improvements over the original from Ian Van Dahl's Ace album. In fact, he's watered it down by adding more ""thumpetty thumps"" instead of spotlighting the excellent vocals that steal the show on the original. The remaining tracks on the album are average to lame but would still function as decent background music, but nothing more. If you're looking to spend your money on a really great dance album, look elsewhere.",negative
"Let me start by saying that I am a huge Pat Metheny fan from way back in the early 80's.  I've seen him live a couple of times and own all of his albums.  And while not all of them are 5-star efforts, even his mediocre recordings are still far better than most of what's out there.  This album, however, is nothing like any other Metheny release.  In fact, if you didn't know who was playing, you might think that this was a homemade recording of some kid who is just learning to play electric guitar, but hasn't really figured out anything about chords or melody.  It's just a bunch of atonal, tuneless, truly irritating screeching on a what sounds like a cheap Fender guitar.  And keep in mind - I actually like Nirvana, The Offspring and some other fairly edgy bands that incorporate this type of guitar sound into their music.  But those guys at least are playing real songs, where this album has little to no apparent musical structure - just Pat riffing on whatever comes into his head, playing notes and chords that clash so badly that he doesn't even sound like he's in tune half the time.

Again, I truly believe Pat is one of the most gifted guitarists of our generation, and I have nothing but respect for the man himself and what he's accomplished thus far in his career.  But this horrible little recording should never have been released.  Listen at your own risk.",negative
"I can't stand Brooks and Dunn. However, their public relations man must be the best! So much fuss over so much garbage!",negative
"Those of us who've followed this band since the inception are disgraced. However, there are two radio hits for those who love to chew bubblegum.",negative
